SeniorCitizen,WeekendBouncer,avgBounceTime,bounceInStreet,PaperlessBilling,monthlyDistanceBounced,totalDistanceBounced,Churn,phoneType,avgBounceDistance,avgBounceHeight
Yes,No,1,Yes,Yes,89.3,89.3,Churn,Android,<1 ft.,<1 ft.
No,No,18,Yes,No,74.8,1438.05,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,46,Yes,Yes,20.2,917.45,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,72,Yes,Yes,84.4,6096.45,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,36,Yes,Yes,87.55,3078.1,Churn,Android,1-4 ft.,<1 ft.
No,No,4,No,Yes,25.15,99.95,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,25,Yes,No,19.8,475.2,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,40,No,Yes,50.85,2036.55,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,63,Yes,Yes,102.4,6444.05,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,15,Yes,Yes,96.3,1426.75,Churn,Android,1-4 ft.,<1 ft.
No,No,14,Yes,Yes,55.5,767.55,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,72,Yes,Yes,109.75,7932.5,No_Churn,Android,1-4 ft.,2+ ft.
No,No,39,Yes,Yes,106.4,4040.65,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,47,No,Yes,60,2768.65,No_Churn,Unknown,<1 ft.,2+ ft.
No,No,19,Yes,Yes,88.8,1672.35,No_Churn,Android,1-4 ft.,<1 ft.
No,No,5,Yes,Yes,85.2,474.8,Churn,Android,<1 ft.,<1 ft.
No,No,13,No,Yes,35.1,446.1,Churn,Unknown,<1 ft.,<1 ft.
No,No,17,Yes,No,80.05,1345.65,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,34,Yes,Yes,75.55,2425.4,No_Churn,Android,<1 ft.,<1 ft.
No,No,42,Yes,Yes,49.55,2077.95,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,5,Yes,Yes,81.3,416.3,Churn,Android,<1 ft.,<1 ft.
No,Yes,71,Yes,No,23.9,1663.5,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,19,Yes,No,66.4,1286.05,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,2,Yes,Yes,19.6,35.85,Churn,IPhone,4+ ft.,<1 ft.
No,No,57,Yes,No,18.8,1094.35,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,72,Yes,Yes,108.4,7719.5,No_Churn,Android,1-4 ft.,2+ ft.
No,No,6,Yes,Yes,85.95,514.6,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,17,Yes,Yes,85.45,1451.6,Churn,Android,<1 ft.,<1 ft.
No,No,61,Yes,No,80.9,4932.5,No_Churn,Unknown,<1 ft.,2+ ft.
No,Yes,1,Yes,Yes,71,71,Churn,Android,<1 ft.,<1 ft.
No,Yes,48,Yes,No,111.8,5443.65,No_Churn,Android,1-4 ft.,2+ ft.
No,No,16,Yes,Yes,20.6,330.25,No_Churn,IPhone,4+ ft.,<1 ft.
Yes,No,9,Yes,Yes,85.05,746.5,Churn,Android,<1 ft.,<1 ft.
No,No,3,Yes,No,44.6,122.7,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,1,Yes,Yes,44.4,44.4,Churn,Unknown,<1 ft.,<1 ft.
No,No,65,Yes,No,105.1,6631.85,No_Churn,Android,<1 ft.,2+ ft.
No,Yes,70,Yes,Yes,115.15,8250,No_Churn,Android,1-4 ft.,2+ ft.
No,No,60,Yes,Yes,59.8,3561.15,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,69,Yes,Yes,26.3,1763.55,No_Churn,IPhone,4+ ft.,1-2 ft.
Yes,No,35,Yes,No,70.55,2419,No_Churn,Android,<1 ft.,<1 ft.
No,No,22,Yes,Yes,20.05,470.2,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,66,Yes,No,79.85,5234.95,No_Churn,Unknown,<1 ft.,2+ ft.
Yes,No,1,Yes,Yes,70.3,70.3,Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,Yes,79.35,79.35,Churn,Android,<1 ft.,<1 ft.
No,Yes,34,Yes,Yes,90.05,3097,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,72,Yes,No,24.45,1709.1,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,31,No,No,59.95,1848.8,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,30,Yes,No,25.35,723.3,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,9,Yes,Yes,90.8,809.75,Churn,Android,<1 ft.,<1 ft.
No,Yes,20,Yes,Yes,70.45,1470.95,Churn,Android,<1 ft.,<1 ft.
Yes,No,19,No,Yes,34.3,577.15,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,65,Yes,Yes,105.05,6914.95,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,30,Yes,No,19.3,602.9,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,6,Yes,No,19.15,124.4,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,2,No,No,51.4,96.8,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,53,Yes,No,71.85,3827.9,No_Churn,Unknown,1-4 ft.,<1 ft.
Yes,No,7,Yes,Yes,75.4,533.05,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,61,Yes,Yes,49.7,2961.4,No_Churn,Unknown,<1 ft.,1-2 ft.
Yes,No,70,No,Yes,45.25,3264.45,Churn,Unknown,<1 ft.,1-2 ft.
No,No,13,Yes,Yes,78.75,995.35,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,35,Yes,Yes,81.6,2815.25,No_Churn,Android,<1 ft.,1-2 ft.
No,No,2,Yes,Yes,70.4,154.8,No_Churn,Android,<1 ft.,<1 ft.
No,No,3,Yes,Yes,75.8,246.3,Churn,Android,<1 ft.,<1 ft.
No,No,3,Yes,No,76.1,257.6,No_Churn,Android,<1 ft.,<1 ft.
No,No,62,Yes,Yes,94,5757.2,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,72,Yes,No,103.95,7517.7,No_Churn,Android,1-4 ft.,2+ ft.
No,No,63,Yes,Yes,19.95,1234.8,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,20,Yes,No,71.3,1389.2,Churn,Android,<1 ft.,<1 ft.
Yes,No,35,Yes,Yes,110.8,3836.3,No_Churn,Android,1-4 ft.,1-2 ft.
Yes,No,21,Yes,Yes,69.1,1474.75,Churn,Android,<1 ft.,<1 ft.
No,No,62,Yes,No,96.1,6001.45,No_Churn,Android,<1 ft.,1-2 ft.
No,No,15,Yes,Yes,48.8,720.1,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,55,Yes,Yes,50.55,2832.75,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,11,Yes,Yes,44.65,472.25,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,17,Yes,No,88.25,1460.65,Churn,Android,<1 ft.,<1 ft.
No,No,61,Yes,No,19.45,1336.35,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,71,Yes,No,89.3,6388.65,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,2,Yes,No,70,153.05,Churn,Android,<1 ft.,<1 ft.
No,No,35,Yes,No,19.25,677.9,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,17,Yes,No,70.5,1165.6,No_Churn,Android,<1 ft.,<1 ft.
No,No,21,Yes,Yes,97.35,2119.5,Churn,Android,<1 ft.,<1 ft.
No,No,47,Yes,No,19.65,921.55,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,3,Yes,No,20.85,72,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,3,Yes,Yes,19.65,68.35,No_Churn,IPhone,4+ ft.,<1 ft.
Yes,No,44,Yes,Yes,19.35,847.25,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,1,Yes,Yes,44,44,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,44,Yes,No,94.4,4295.35,No_Churn,Android,<1 ft.,1-2 ft.
No,Yes,5,Yes,Yes,25.9,135,Churn,IPhone,4+ ft.,<1 ft.
No,No,24,Yes,Yes,55.65,1400.55,Churn,Unknown,<1 ft.,<1 ft.
No,Yes,1,Yes,Yes,69.65,69.65,Churn,Android,<1 ft.,<1 ft.
No,No,18,Yes,Yes,75.4,1380.4,No_Churn,Android,<1 ft.,<1 ft.
No,No,10,Yes,Yes,100.6,1060.2,Churn,Android,<1 ft.,<1 ft.
No,No,65,Yes,No,71,4386.2,No_Churn,Unknown,<1 ft.,2+ ft.
Yes,No,1,Yes,Yes,86,86,Churn,Android,<1 ft.,<1 ft.
No,No,53,Yes,Yes,106.95,5785.5,Churn,Android,<1 ft.,1-2 ft.
No,No,3,Yes,No,21.2,52.05,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,33,Yes,Yes,61.05,2018.4,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,3,No,Yes,29.6,79.45,Churn,Unknown,<1 ft.,<1 ft.
No,No,34,Yes,Yes,79.95,2727.3,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,14,Yes,Yes,19.7,263.65,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,13,Yes,Yes,20.3,275.4,No_Churn,IPhone,4+ ft.,<1 ft.
Yes,No,46,No,Yes,59.9,2816.65,Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,23,Yes,No,24.35,538.5,No_Churn,IPhone,4+ ft.,1-2 ft.
No,Yes,47,Yes,No,19.75,948.9,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,17,Yes,Yes,50.3,846.8,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,49,Yes,Yes,95.6,4783.5,Churn,Android,<1 ft.,<1 ft.
Yes,No,59,No,Yes,50.25,2997.45,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,69,Yes,Yes,85.35,5897.4,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,11,No,Yes,41.6,470.6,Churn,Unknown,<1 ft.,1-2 ft.
No,No,10,Yes,Yes,51.65,524.5,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,12,Yes,Yes,24,269.65,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,45,Yes,Yes,100.85,4740,Churn,Android,<1 ft.,<1 ft.
No,Yes,39,Yes,Yes,59.85,2341.5,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,71,Yes,No,25.45,1789.65,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,71,Yes,No,23.9,1626.4,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,33,Yes,No,24.15,800.3,No_Churn,IPhone,4+ ft.,1-2 ft.
Yes,No,67,Yes,Yes,75.7,5060.85,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,37,No,No,40.2,1448.8,Churn,Unknown,<1 ft.,<1 ft.
No,Yes,49,Yes,No,84.5,4254.85,Churn,Android,<1 ft.,<1 ft.
No,No,9,Yes,No,50.85,466.6,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,52,Yes,Yes,91.6,4627.8,No_Churn,Android,1-4 ft.,2+ ft.
No,No,70,Yes,No,98.9,6838.6,No_Churn,Android,<1 ft.,1-2 ft.
No,No,1,Yes,Yes,85,85,No_Churn,Android,<1 ft.,<1 ft.
Yes,No,14,Yes,Yes,78.95,1101.85,Churn,Android,<1 ft.,<1 ft.
No,No,1,Yes,Yes,44.3,44.3,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,1,Yes,No,20.2,20.2,Churn,IPhone,4+ ft.,<1 ft.
No,No,52,Yes,Yes,80.2,4297.6,No_Churn,Android,<1 ft.,1-2 ft.
No,No,6,Yes,No,60.9,414.1,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,7,No,No,34.2,256.6,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,47,Yes,Yes,85.2,3969.35,Churn,Android,<1 ft.,<1 ft.
No,No,26,Yes,Yes,87.15,2274.1,No_Churn,Android,1-4 ft.,1-2 ft.
No,Yes,25,Yes,No,54.3,1296.8,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,69,Yes,Yes,19.1,1268.85,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,72,Yes,Yes,112.75,8192.6,No_Churn,Android,1-4 ft.,2+ ft.
No,No,4,Yes,Yes,19.95,59.25,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,59,Yes,No,19.5,1147.85,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,67,Yes,No,65.55,4361.55,No_Churn,Unknown,<1 ft.,2+ ft.
Yes,No,26,Yes,Yes,78.8,2006.1,No_Churn,Android,<1 ft.,<1 ft.
No,No,27,Yes,No,78.2,2078.95,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,72,Yes,No,105.25,7609.75,No_Churn,Android,<1 ft.,2+ ft.
No,No,6,Yes,Yes,89.25,487.05,No_Churn,Android,1-4 ft.,<1 ft.
No,Yes,62,Yes,No,20.65,1218.45,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,20,Yes,Yes,68.7,1416.2,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,6,Yes,No,78.65,483.3,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,51,Yes,No,24.75,1234.6,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,61,Yes,No,19.75,1311.6,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,62,Yes,Yes,89.1,5618.3,No_Churn,Android,<1 ft.,<1 ft.
No,No,72,Yes,Yes,84.7,6185.15,No_Churn,Android,1-4 ft.,2+ ft.
Yes,No,13,Yes,Yes,98,1237.85,Churn,Android,<1 ft.,<1 ft.
No,No,5,Yes,Yes,94.45,498.1,Churn,Android,<1 ft.,<1 ft.
Yes,No,3,Yes,Yes,105,294.45,Churn,Android,<1 ft.,<1 ft.
Yes,No,26,Yes,Yes,93.85,2381.55,Churn,Android,<1 ft.,<1 ft.
Yes,No,13,Yes,Yes,59.9,788.35,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,38,Yes,Yes,19.95,756.4,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,8,Yes,Yes,84,613.4,Churn,Android,<1 ft.,<1 ft.
Yes,Yes,34,Yes,Yes,108.9,3625.2,No_Churn,Android,1-4 ft.,<1 ft.
No,No,18,No,No,33.6,550.35,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,56,Yes,Yes,85.85,4793.8,No_Churn,Android,1-4 ft.,1-2 ft.
No,No,36,No,Yes,34.85,1267.2,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,9,No,Yes,48.75,442.2,Churn,Unknown,<1 ft.,<1 ft.
No,No,1,Yes,Yes,84.85,84.85,Churn,Android,<1 ft.,<1 ft.
No,No,12,Yes,No,56.65,654.85,Churn,Unknown,1-4 ft.,<1 ft.
Yes,Yes,57,Yes,Yes,95.3,5567.45,No_Churn,Android,1-4 ft.,<1 ft.
No,No,42,Yes,No,73.9,3160.55,Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,33,Yes,Yes,24.5,740.3,Churn,IPhone,4+ ft.,2+ ft.
No,No,70,Yes,No,84.6,5706.2,No_Churn,Android,1-4 ft.,2+ ft.
No,No,68,No,No,44.95,3085.35,No_Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,1,No,Yes,24.7,24.7,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,37,Yes,No,100.3,3541.4,No_Churn,Android,1-4 ft.,<1 ft.
No,Yes,4,Yes,Yes,25.45,84.2,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,1,Yes,Yes,50.7,50.7,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,20,No,Yes,55,1165.55,No_Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,72,Yes,No,68.4,4855.35,No_Churn,Unknown,1-4 ft.,2+ ft.
No,No,31,Yes,Yes,89.9,2806.9,Churn,Android,<1 ft.,<1 ft.
Yes,No,18,Yes,No,78.55,1422.65,Churn,Android,<1 ft.,<1 ft.
No,No,11,Yes,Yes,55.05,608.15,No_Churn,Unknown,<1 ft.,<1 ft.
No,Yes,33,Yes,No,19.8,641.35,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,62,Yes,No,84.45,4959.15,No_Churn,Android,<1 ft.,1-2 ft.
No,No,1,No,No,35.9,35.9,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,16,Yes,No,80.75,1321.3,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,22,Yes,Yes,78.65,1663.75,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,49,Yes,No,61.75,3024.15,No_Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,36,Yes,Yes,63.7,2188.5,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,42,Yes,Yes,99.45,4138.05,Churn,Android,1-4 ft.,<1 ft.
Yes,No,4,No,Yes,25.2,102.5,Churn,Unknown,<1 ft.,<1 ft.
No,No,12,Yes,No,74.05,872.65,Churn,Unknown,1-4 ft.,1-2 ft.
No,No,31,Yes,No,87.6,2724.25,No_Churn,Android,1-4 ft.,<1 ft.
No,No,5,Yes,Yes,89.15,413.25,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,66,Yes,No,20,1374.2,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,15,Yes,No,55,757.1,Churn,Unknown,1-4 ft.,<1 ft.
No,No,64,Yes,Yes,104.4,6692.65,No_Churn,Android,<1 ft.,2+ ft.
No,Yes,10,Yes,Yes,20.05,218.5,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,7,Yes,Yes,89.75,608.8,Churn,Android,1-4 ft.,<1 ft.
No,No,29,No,No,34.3,1004.75,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,57,Yes,No,20.65,1125.6,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,46,Yes,No,84.25,3847.6,No_Churn,Android,<1 ft.,<1 ft.
No,No,53,Yes,No,19.65,978,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,17,Yes,No,79.85,1387.35,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,38,Yes,Yes,20.2,746.05,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,15,Yes,No,19.8,304.6,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,22,No,Yes,50.35,1098.85,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,14,Yes,Yes,85.15,1139.2,Churn,Android,<1 ft.,<1 ft.
No,No,57,Yes,No,74.6,4368.95,No_Churn,Unknown,1-4 ft.,1-2 ft.
Yes,No,11,Yes,Yes,79.15,827.7,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,1,Yes,No,20.35,20.35,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,12,Yes,No,21.05,262.05,No_Churn,IPhone,4+ ft.,2+ ft.
Yes,No,3,Yes,Yes,94.6,279.55,Churn,Android,<1 ft.,<1 ft.
No,Yes,36,Yes,Yes,94.7,3512.5,No_Churn,Android,<1 ft.,<1 ft.
No,No,16,Yes,Yes,94.25,1483.25,Churn,Android,<1 ft.,<1 ft.
No,Yes,65,Yes,No,72.45,4653.85,Churn,Unknown,<1 ft.,1-2 ft.
No,No,2,Yes,No,74.95,151.75,No_Churn,Android,<1 ft.,<1 ft.
No,No,42,Yes,Yes,105.2,4400.75,Churn,Android,<1 ft.,<1 ft.
No,Yes,72,Yes,No,111.95,8033.1,No_Churn,Android,1-4 ft.,2+ ft.
No,No,62,Yes,No,19.85,1253.65,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,6,Yes,Yes,89.75,552.65,No_Churn,Android,<1 ft.,<1 ft.
No,No,48,Yes,Yes,20.05,1036,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,35,Yes,Yes,108.95,4025.5,No_Churn,Android,1-4 ft.,2+ ft.
No,Yes,52,Yes,No,19.65,928.4,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,1,No,Yes,24.9,24.9,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,6,Yes,Yes,82.85,460.25,Churn,Android,<1 ft.,<1 ft.
No,No,71,Yes,No,93.2,6506.15,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,67,Yes,No,84.8,5598.3,No_Churn,Android,<1 ft.,1-2 ft.
Yes,No,60,Yes,Yes,71.75,4374.55,No_Churn,Unknown,<1 ft.,1-2 ft.
No,Yes,23,No,Yes,30.35,678.75,No_Churn,Unknown,1-4 ft.,<1 ft.
No,Yes,39,No,No,54.85,2191.7,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,15,Yes,Yes,19.5,239.75,No_Churn,IPhone,4+ ft.,1-2 ft.
Yes,No,53,Yes,Yes,103.85,5485.5,Churn,Android,<1 ft.,<1 ft.
No,Yes,24,Yes,No,24.2,609.05,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,37,Yes,No,19.35,683.75,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,5,Yes,Yes,83.6,404.2,Churn,Android,<1 ft.,<1 ft.
Yes,No,50,Yes,Yes,100.65,5189.75,No_Churn,Android,1-4 ft.,1-2 ft.
No,No,54,Yes,Yes,94.1,5060.9,No_Churn,Android,<1 ft.,1-2 ft.
No,No,3,Yes,Yes,74.55,233.65,No_Churn,Android,<1 ft.,<1 ft.
No,No,68,Yes,No,108.45,7176.55,Churn,Android,1-4 ft.,1-2 ft.
No,No,5,Yes,No,56.15,291.45,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,33,Yes,No,20.35,689.75,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,41,Yes,Yes,80.55,3263.9,No_Churn,Unknown,<1 ft.,1-2 ft.
No,Yes,34,No,No,61.25,1993.2,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,13,Yes,Yes,20.45,254.5,No_Churn,IPhone,4+ ft.,<1 ft.
No,No,20,Yes,Yes,18.9,347.65,No_Churn,IPhone,4+ ft.,<1 ft.
Yes,No,51,Yes,No,19.6,967.9,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,3,Yes,Yes,91.5,242.95,Churn,Android,<1 ft.,<1 ft.
No,Yes,41,Yes,No,45.2,1841.9,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,13,Yes,No,19.45,232.1,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,35,Yes,No,25.45,809.25,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,12,Yes,No,80.85,866.45,Churn,Android,1-4 ft.,<1 ft.
No,No,4,Yes,Yes,94.9,360.55,No_Churn,Android,1-4 ft.,<1 ft.
No,No,43,No,Yes,49.05,2076.2,Churn,Unknown,<1 ft.,<1 ft.
Yes,Yes,12,No,Yes,29.3,355.9,No_Churn,Unknown,1-4 ft.,<1 ft.
Yes,No,68,Yes,Yes,105.3,7299.65,Churn,Android,<1 ft.,<1 ft.
Yes,No,25,Yes,Yes,88.95,2291.2,Churn,Android,<1 ft.,<1 ft.
No,No,7,Yes,No,20.25,129.15,No_Churn,IPhone,4+ ft.,1-2 ft.
Yes,No,66,Yes,Yes,110.85,7491.75,Churn,Android,1-4 ft.,1-2 ft.
No,No,53,Yes,No,110.5,5835.5,No_Churn,Android,1-4 ft.,1-2 ft.
Yes,No,63,Yes,Yes,109.4,7031.45,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,70,Yes,Yes,114.2,7723.9,Churn,Android,1-4 ft.,2+ ft.
Yes,No,27,No,No,36.5,1032,Churn,Unknown,<1 ft.,<1 ft.
No,No,1,Yes,No,70.75,70.75,Churn,Android,<1 ft.,<1 ft.
No,No,5,Yes,No,19.95,109.6,No_Churn,IPhone,4+ ft.,<1 ft.
Yes,No,37,Yes,No,19.6,727.8,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,3,No,Yes,40.15,130.75,Churn,Unknown,<1 ft.,<1 ft.
No,Yes,12,Yes,Yes,76.6,893,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,38,Yes,No,19.6,763.1,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,9,Yes,Yes,85.3,781.4,No_Churn,Android,<1 ft.,<1 ft.
No,No,13,Yes,Yes,65.85,902.25,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,29,Yes,Yes,94.45,2653.65,Churn,Android,<1 ft.,<1 ft.
No,Yes,47,Yes,No,20.05,1016.7,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,61,Yes,No,99.4,5943.65,No_Churn,Android,1-4 ft.,<1 ft.
No,No,16,Yes,No,20,275.7,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,41,Yes,No,78.45,3126.45,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,43,Yes,Yes,25.1,1070.15,No_Churn,IPhone,4+ ft.,2+ ft.
No,Yes,36,Yes,Yes,97.35,3457.9,Churn,Android,<1 ft.,<1 ft.
No,No,6,Yes,Yes,55,340.4,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,58,Yes,Yes,71.1,4299.2,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,19,Yes,Yes,61.55,1093.2,No_Churn,Unknown,1-4 ft.,<1 ft.
No,No,11,Yes,Yes,45.9,521.9,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,39,No,Yes,40.3,1630.4,No_Churn,Unknown,1-4 ft.,1-2 ft.
Yes,No,8,Yes,Yes,87.1,713.6,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,26,Yes,Yes,49.5,1265.65,No_Churn,Unknown,<1 ft.,<1 ft.
Yes,No,53,Yes,Yes,73.8,4003.85,No_Churn,Android,<1 ft.,<1 ft.
No,Yes,70,Yes,Yes,19.2,1401.4,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,1,No,Yes,45.3,45.3,Churn,Unknown,<1 ft.,<1 ft.
No,No,59,Yes,No,25,1510.5,No_Churn,IPhone,4+ ft.,2+ ft.
No,No,2,Yes,No,94.95,178.1,Churn,Android,<1 ft.,<1 ft.
No,No,7,No,No,35.3,264.8,No_Churn,Unknown,<1 ft.,1-2 ft.
No,Yes,12,Yes,Yes,44.55,480.6,Churn,Unknown,<1 ft.,<1 ft.
No,Yes,59,Yes,No,76.75,4541.9,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,61,Yes,Yes,81,4976.15,No_Churn,Unknown,1-4 ft.,2+ ft.
No,Yes,72,Yes,Yes,105.55,7542.25,No_Churn,Android,<1 ft.,2+ ft.
No,Yes,13,Yes,No,18.8,251.25,No_Churn,IPhone,4+ ft.,<1 ft.
No,Yes,64,Yes,No,24.9,1595.5,No_Churn,IPhone,4+ ft.,1-2 ft.
No,No,1,No,Yes,23.45,23.45,Churn,Unknown,<1 ft.,<1 ft.
No,No,10,Yes,No,64.9,685.55,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,Yes,65,Yes,No,61.35,3874.1,No_Churn,Unknown,<1 ft.,1-2 ft.
No,No,62,Yes,No,113.95,6891.4,No_Churn,Android,1-4 ft.,2+ ft.
No,No,55,Yes,Yes,90.15,4916.95,No_Churn,Unknown,1-4 ft.,1-2 ft.
No,No,25,Yes,No,54.1,1373,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,1,No,No,29.7,29.7,Churn,Unknown,<1 ft.,<1 ft.
No,No,1,Yes,Yes,49.8,49.8,No_Churn,Unknown,<1 ft.,<1 ft.
No,No,59,Yes,No,101.1,6039.9,Churn,Android,<1 ft.,<1 ft.
